event_id	read_evidence_rows	hq_spanning_reads	hq_supporting_reads	supporting_strands	both_strands_supported	read_support_fraction	platforms	supporting_callers	validation_status	validation_reason
EV_85db8e8f65cc76	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_e78d4d6d480cb6	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_fdb8f4d7bd3c0d	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_8d5750a93b17af	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_9d35e391d9afb9	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_006ec5e0c3c9e8	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_c835df7f133ab5	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_5fb2c7aa9158da	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_c5285eefdbfcdd	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_58c24a690aff85	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_c6804bdcde8383	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_9bc81d2f093135	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_d78cd3f0447bcb	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_38f10054a17d55	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_350c58942b9d4f	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_8516a7c1f860b9	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_cc038adec8d3e3	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_ddf1550521899c	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_75201c5bf878a6	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_66cd52d68f8501	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_03085bb26c4ab0	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_e0efa80f7d85fb	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_52cc47b77da32e	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_02a1f5d3d8dfb3	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_bef4de2ac93947	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_2dbff6e87ddc04	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_0fb1d090eab3e4	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_508b4c522f40b6	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_35bd704002cbbd	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_f695c4aaef8333	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_bedcfa7f8f6b36	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_9e42327e1eefa7	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_e895fb5d7ea7d7	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_efa1a8eeb7d7cf	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_1aaa300c1abcfb	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_cb5b08a652bf61	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_0ed5d41cf8657a	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_92213823a9fee8	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_965f6d87107a03	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_be92f19fb47e3d	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_801aba3f330f42	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_f2e1529524f240	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_f90e700ae79fe6	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_263bde9670c6ff	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_e988ae273895b3	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_56786e7f15fa9b	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_c2149fffbb80a3	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_aad2d7704ab899	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_624295d3ed135f	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_843692459c1922	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_33f42237229ec0	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_583214f5cc48e9	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_2521b319c54b2c	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_d571f12dcf4de4	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_487ac0d0c3b8d8	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_dca13ddc43c914	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_d17aa12c725622	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_50018cead0d9ce	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_2ac038584e54da	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_9c21dbcfc10de7	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_a49a64e1b424a6	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_437826e9270b00	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_9236402a78386e	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_20f7f9b3373927	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_e829750c9b4cfc	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_5663fc979d3230	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_576f6378165d73	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_3ee1ad0cfeaf1c	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_3f1dca522ff3da	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_2c613a37c54e92	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_e0f824772e24e6	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_c05cc092e95a71	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_8510165e08368d	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_f5cc957f167546	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_30d0765ecbff5a	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_578436dcefb314	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_d612c775b5b7ef	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_c40eb1731f7ccb	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_5cd9c0aaddbf6a	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_22285c815b9af7	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_5607a1cb1f798b	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_d144b7cfcb2cee	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_02d967f266358d	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_97f0ad15ad71ac	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_1c08a9b978bc7f	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_31d22f50bb4d17	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_60126b20e44ede	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_d76e4642836ec4	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_60d1c80aaea1b5	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_36f6cc65eeaca5	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_92e614a8ebc37c	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_3314c3a23b4ac7	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_7ac83318f288a1	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_a467880e8c3cc8	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_95fbbb98623667	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_27c7a525f4c1cb	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_cdc2051812cc20	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_b3c32f82ebf67d	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_b827c4c43bab6d	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_8cc417dbf34ad4	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_d05f82930db9d3	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_712d38eb1c06c7	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_9fb4e1068997c9	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_5d44d840c9ff52	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_3fd458980afe03	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_077a1719768927	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_83bcd299ea42de	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_9c14952e8eb3bb	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_24cb20adcc01c8	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_b6c08a8e19ef28	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_ea2d99b5f58ce0	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_7ccce74fba9245	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_f90c9a50802869	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_8d21c0f5dc4b24	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_16e1b688ba12b5	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_b02f301b6dcaa6	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_1c8c2f0a0d58fa	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_a8d72dc781202d	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_58b1c9504403fe	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_9ae2d5f243ce31	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_1e343810e92361	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_07ffa137d4feb3	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_d94936dc2f233e	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_774d2eff8d1f90	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_e9e8a8be314501	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_04302511809b3b	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_09f85430be1cdf	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_0287003bbb5901	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_528f9471b7efed	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_198f20c1c5a177	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_bf5534f55659d8	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_d8a61c1469b6a3	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_ebe40b21450086	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_151eb7847ede23	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_8f2ee7ee1155c1	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_5b392cf6ae9ee7	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_d0055c6ba8fca8	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_7047c723713a92	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_3b9aaff9420260	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_188c9258dd6393	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_77a92d4886c299	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_ed067cb5361d61	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_041e60fd807b76	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_905ec56abbc850	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_ec1b624258c849	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_9776f736131207	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_f282c722987804	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_e54af4df612744	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_56db6cee334673	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_88c16d7522bf6a	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_915e49e38197a4	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_ff007c607bd407	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_d3ac8f59a2f393	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_c03f87c1220cfc	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_e77c376f894dfe	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_e95a3639a06d80	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_f99c0e60326a10	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_61c9722bd1201d	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_713bf58202f7ce	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_38ff04db85cad0	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_8e60e46a74efd7	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_a00af72dde7db2	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_84f771d50a758e	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_cfb6e98ee33f41	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_bdbabd35cd8b0a	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_599219b1fb993f	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_518dc374f331aa	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_3963797fd38609	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_3faf34b41685ab	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_37bbc6852c110d	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_8518cf374808d6	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_4e9a3a750e7026	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_d06f3b8fa3e370	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_386d9fd87defb0	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_0663f041757cf9	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_974f0202901a60	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_a7a33ac72d81d8	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_b32920ed4a00e9	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_9956362bb6fa6f	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_249b0de39445d9	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_ff84e0951975ae	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_05fee0a58130ca	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_2eb1f398dd9a3c	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_e1d3da340c4094	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_fd740b774bcf38	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_5d55342269b731	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_6010d1e70d3ac8	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_b4dd4ce3f28c16	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_b491da3040971a	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_2e2d723761b24d	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_51557020da37c2	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_00af911e71d199	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_3737a1ec1978b4	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_c1825714697c4f	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_f46940931fc7e1	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_df3f47e1f2f3ca	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_b0eea396f4ca9d	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_e7728ff2d71219	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_d5d854c98264ad	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_eef2a1fe565597	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_78c0338178b72f	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_d18dd29d770a30	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_33c1527b0c8e6b	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_397b0820c2611c	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_42e07b445f91cd	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_9eea1406d425a1	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_27e88924e1a12f	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_7fea9cb3abf1df	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_96d33573e113a9	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_45802ea7596cee	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_8d74f22b312361	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_c3c0ad5d759aee	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_15c74a58109538	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_d22b85193836a3	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_d4b77a65e0c350	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_fa251e275b1f05	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_9efa3b81a6abe5	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_0dbd06e5279b1c	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_ea8abc79571d9b	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_ff7032198cb394	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_67bda80c314a93	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_4aee76ae1fa1a6	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_b3e3b536c0400e	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_5e3db490c7df0d	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_bcf84d582dbd4f	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
EV_f849fb2e182846	0	0	0	-	0	0.00000000	-	-	assembly_only_unvalidated	no_read_evidence
